,idmb_id,Remarks,SentimentScore Military,OverallSentiment Military,SentimentScore Army,OverallSentiment Army,SentimentScore AirForce,OverallSentiment AirForce,SentimentScore Navy,OverallSentiment Navy,SentimentScore War,OverallSentiment War,SentimentScore Marine,OverallSentiment Marine
64,tt1440129,"approved filming of rimpac 2010. filmed onboard ddg arleigh burke class destroyers in port and underway. filmed for several days at naval base pearl and uss missouri, and in and around the vicinity of honolulu, hi, during the summer of 2010. also filmed for one day, nove 20, 2010, at the intrepid center, brook army medical center, san antonio, tx.","[0.96471256, 0.01805286, 0.017234588]",0,"[0.8912777, 0.02245903, 0.08626332]",0,"[0.9133446, 0.065666415, 0.020988986]",0,"[0.89737165, 0.07868477, 0.023943622]",0,"[0.95947033, 0.036577173, 0.0039525228]",0,"[0.9443518, 0.045805715, 0.009842501]",0
65,tt0061389,"marines liked script and provided combat footage which cornel wilde restored. however, the corps then concluded the film would make an anti war statement at a time when vietnam was escalating and declined to provide actual assistance. instead, the production company used the philippine army.","[0.7187968, 0.18648198, 0.094721265]",0,"[0.88872814, 0.026092688, 0.0851792]",0,"[0.6433598, 0.2777562, 0.07888403]",0,"[0.6882034, 0.24341041, 0.068386145]",0,"[0.93642545, 0.02455163, 0.039022896]",0,"[0.29421204, 0.64897454, 0.05681344]",1
66,tt0046757,"marine corps initially turned down request for cooperation since film had a 50 percent casualty rate at a time service was gearing up a major recruiting campaign. four men go on patrol and two die. however, marines liked completed film and provided the marine band at the premiere.","[0.44960323, 0.08726352, 0.46313328]",2,"[0.59530556, 0.20854793, 0.19614646]",0,"[0.48089483, 0.30342203, 0.21568316]",0,"[0.37940854, 0.25429034, 0.36630115]",0,"[0.92584765, 0.04410598, 0.030046392]",0,"[0.21072015, 0.4963603, 0.29291955]",1
67,tt0086945,"assistance was given except for the wwii vehicles or aircraft for the production. this is a biography of bear bryant, the alabama football legend. film by this title released in 1984","[0.6525972, 0.14717542, 0.20022744]",0,"[0.55702186, 0.37523127, 0.067746945]",0,"[0.5876471, 0.28696373, 0.12538922]",0,"[0.59649765, 0.24124403, 0.16225834]",0,"[0.83674467, 0.046908256, 0.116347104]",0,"[0.73273224, 0.13762921, 0.12963854]",0
68,tt0062516,need additional information,"[0.92190284, 0.04706641, 0.031030761]",0,"[0.49030924, 0.4597674, 0.049923357]",0,"[0.60746056, 0.16956446, 0.22297503]",0,"[0.7062691, 0.2357259, 0.05800504]",0,"[0.96434176, 0.015359847, 0.020298408]",0,"[0.7797154, 0.1703985, 0.049886115]",0
69,tt0051403,story of hungarian uprising of 1956. army provided a few tanks for scenes of soviet tanks coming into budapest,"[0.80565256, 0.09462945, 0.09971798]",0,"[0.5426491, 0.04116966, 0.4161813]",0,"[0.7273871, 0.20840228, 0.064210705]",0,"[0.7504289, 0.18106456, 0.06850653]",0,"[0.904386, 0.078811, 0.016803075]",0,"[0.7997, 0.16501419, 0.035285734]",0
70,tt0058962,"director and screenwriter received an informational trip aboard a destroyer. however, the script, which featured an unacceptable destroyer captain who plays an ultimately fatal cat and mouse game with a soviet submarine. british provided actual destroyer and helicopter during the filming.","[0.39643896, 0.5869606, 0.016600458]",1,"[0.30613208, 0.68080115, 0.013066763]",1,"[0.33137596, 0.64301884, 0.025605284]",1,"[0.264778, 0.7161447, 0.019077312]",1,"[0.889378, 0.09756295, 0.013059022]",0,"[0.4638326, 0.51096255, 0.02520489]",1
71,tt0050177,"typical atomic generated enemy, in this case giant grasshoppers, illinois national guard tries and fails to stop advance toward chicago. regular army brought in in form of about five minutes of stock combat footage showing tanks, trucks, artillery, men all firing at grasshoppers without success. the military actors to be sure appears throughout film as authority figures doing best to save the world.","[0.54082173, 0.4168544, 0.042323776]",0,"[0.79792076, 0.18731004, 0.014769233]",0,"[0.36469948, 0.50985813, 0.12544236]",1,"[0.60070586, 0.37845957, 0.020834606]",0,"[0.7901239, 0.16286767, 0.047008432]",0,"[0.3777132, 0.58062077, 0.04166608]",1
72,tt0159273,"after protracted script negotiations over character and technical details, approved filming int and ext scenes aboard ships and usn or usmc air stations for this story inspired by the usaf capt scott o'grady bosnia shoot down incident. reasonably positive depiction and relatively modest military assistance, since the rescue operation will be filmed in slovakia with civilian huey aircraft.","[0.0014459388, 0.0012063759, 0.9973477]",2,"[0.0024402416, 0.0020380255, 0.9955218]",2,"[0.23837274, 0.12499796, 0.63662934]",2,"[0.18979952, 0.1482991, 0.66190135]",2,"[0.6272543, 0.104363, 0.26838273]",0,"[0.20030056, 0.18447904, 0.6152204]",2
73,tt0037534,army provided limited assistance while war was still going on in europe in the form of men and trucks for story about rehabilitation of an italian town after germans had been driven out.,"[0.03607201, 0.9475211, 0.01640691]",1,"[0.031021459, 0.9517547, 0.017223805]",1,"[0.45546758, 0.48189768, 0.062634714]",1,"[0.053439368, 0.9229489, 0.023611756]",1,"[0.8850018, 0.10790025, 0.0070979083]",0,"[0.38854012, 0.5912183, 0.020241642]",1
74,tt0096913,"the army, ngb, and dod concurred not supporting the film, because it was inaccurate and nonbeneficial td the services. the use of alamitos armory was denied. film was released in 1999, a typical karate movie.","[0.29904908, 0.67555773, 0.025393158]",1,"[0.15321828, 0.8228207, 0.023960998]",1,"[0.26068616, 0.7098777, 0.029436158]",1,"[0.22902411, 0.7418415, 0.029134385]",1,"[0.7352537, 0.25754523, 0.0072011584]",0,"[0.34126216, 0.64574325, 0.012994582]",1
75,tt0036868,army air corps provided limited assistance in form of filming on base on which wwii planes were stored until destroyed,"[0.19779469, 0.7589888, 0.043216523]",1,"[0.3439274, 0.57769704, 0.07837555]",1,"[0.33900288, 0.5624118, 0.09858534]",1,"[0.19075973, 0.7693473, 0.03989287]",1,"[0.75721854, 0.21936858, 0.023412863]",0,"[0.10800084, 0.8691241, 0.022874951]",1
76,tt0049004,typical world war ii movie in which hero becomes a different person from his experiences. army provided men and equipment,"[0.06134426, 0.0041806935, 0.93447506]",2,"[0.008853119, 0.0015415078, 0.9896054]",2,"[0.45525607, 0.030062463, 0.5146815]",2,"[0.22411516, 0.013032518, 0.7628523]",2,"[0.7904319, 0.016225386, 0.19334272]",0,"[0.34501702, 0.0120273465, 0.6429556]",2
77,tt0044418,cold war espionage movie with john wayne as hero. navy provided locations in pearl harbor for background shots of ships and wayne aboard a ship.,"[0.3173024, 0.046740383, 0.63595724]",2,"[0.51634794, 0.13458881, 0.34906328]",0,"[0.69082946, 0.1349805, 0.17419007]",0,"[0.006663669, 0.0017682487, 0.9915681]",2,"[0.7711733, 0.029731598, 0.1990951]",0,"[0.7441634, 0.07326863, 0.18256798]",0
78,tt0042249,"portrayal of the berlin airlift made on location with full cooperation of air force with planes, men, and locations","[0.26628527, 0.023945695, 0.709769]",2,"[0.5380548, 0.04621765, 0.4157275]",0,"[0.01016354, 0.001927028, 0.9879094]",2,"[0.15144761, 0.017415171, 0.83113724]",2,"[0.756051, 0.019339412, 0.22460964]",0,"[0.17848054, 0.024095286, 0.7974242]",2
79,tt0015624,"the big parade was the first great movie about the army in world war i. most people consider it an anti war film, but film ends happily with the boy getting the girl. king vidor filmed most of movie in los angeles. however, for the great advance to the front, he sent a second unit director to texas to shoot the long line of troops and equipment moving to the front in a straight line. commander said no straight roads in france and provided men, planes, and equipment for sequence on curved road. vidor went back, got same support and filmed advance down a straight road. most significant help until wings in 1927.","[0.116252854, 0.24073048, 0.6430167]",2,"[0.05313773, 0.06518864, 0.88167363]",2,"[0.25924912, 0.37389198, 0.36685896]",1,"[0.25030527, 0.31820977, 0.43148497]",2,"[0.21103327, 0.08297223, 0.70599455]",2,"[0.2642091, 0.3885825, 0.34720847]",1
80,tt0080437,"sam fuller tried for many years to make a semi autobiographical film about his experiences in the big red one. when he finally made it, had to use equipment in israel. no need to request assistance. however, film is highly positive image of the army and was first positive movie about army since the end of the vietnam war.","[0.006714623, 0.0017736251, 0.99151176]",2,"[0.0051314854, 0.0015237547, 0.9933448]",2,"[0.33955637, 0.15945482, 0.5009888]",2,"[0.0694438, 0.024636535, 0.9059197]",2,"[0.63329935, 0.026864624, 0.33983597]",0,"[0.11812918, 0.024452087, 0.8574188]",2
81,tt0094746,request for use of fort chaffee for filming was granted. after action report in file at georgetown university library.,"[0.851963, 0.019369794, 0.12866725]",0,"[0.855109, 0.039734226, 0.10515678]",0,"[0.7552013, 0.057242177, 0.18755662]",0,"[0.81742156, 0.087692976, 0.094885446]",0,"[0.9640479, 0.018259833, 0.01769229]",0,"[0.7219805, 0.015661206, 0.26235834]",0
82,tt0086969,"assistance was supposedly be given on may 2, 1984, but no feedback was ever given. contains strong anti war message date approximated.","[0.6610349, 0.3061365, 0.032828607]",0,"[0.45035726, 0.52568144, 0.023961315]",1,"[0.23754464, 0.73475546, 0.027699947]",1,"[0.26893374, 0.70983344, 0.021232838]",1,"[0.6552214, 0.036207054, 0.30857158]",0,"[0.5659969, 0.38867322, 0.045329943]",0
83,tt0004972,first great american war movie. west point provided some historical. information and canons to help create a civil war battlefield,"[0.0053236606, 0.004313971, 0.99036235]",2,"[0.042841442, 0.018249126, 0.9389094]",2,"[0.020371294, 0.017514296, 0.9621144]",2,"[0.05333208, 0.052573815, 0.8940941]",2,"[0.017200876, 0.002607385, 0.98019177]",2,"[0.004477737, 0.0026620561, 0.9928602]",2
84,tt0265086,"secretary of defense message transmitted indicating approval of assistance filmmakers requested the involvement of black hawk and little bird aircraft, plus approx. 25 fast rope capable rangers, to reenact in morocco the conflict that took place in mogadishu, somalia, in 1993, as written in the mark bowden book of the same title. because the involvement took place overseas, a formal deployment order was required. ultimately the deployment was approved personally by the chairman of the joint chiefs of staff gen henry shelton and the secretary of defense hon. donald rumsfeld. the b aircraft came from the us army special operations command and consisted of 4 mh e t and 4 ahimh e little birds, the rangers, and up to approx. sixty support and command and control personnel deployed for approx. 2 months.","[0.91349345, 0.06312196, 0.023384582]",0,"[0.89178133, 0.030829955, 0.0773887]",0,"[0.85595655, 0.11001941, 0.03402397]",0,"[0.903389, 0.057787854, 0.03882321]",0,"[0.91502076, 0.072449416, 0.012529868]",0,"[0.9282948, 0.04976261, 0.021942591]",0
85,tt0047889,need additional information,"[0.92190284, 0.04706641, 0.031030761]",0,"[0.49030924, 0.4597674, 0.049923357]",0,"[0.60746056, 0.16956446, 0.22297503]",0,"[0.7062691, 0.2357259, 0.05800504]",0,"[0.96434176, 0.015359847, 0.020298408]",0,"[0.7797154, 0.1703985, 0.049886115]",0
86,tt0085255,army refused cooperation on short scene set in vietnam. shows a viet cong being thrown out of a helicopter.,"[0.006437452, 0.9897686, 0.0037939262]",1,"[0.004076758, 0.9930696, 0.002853616]",1,"[0.3540503, 0.59425044, 0.051699273]",1,"[0.091636434, 0.89826727, 0.01009636]",1,"[0.8907088, 0.095926024, 0.013365143]",0,"[0.64721686, 0.33311865, 0.019664519]",0
87,tt0088831,the air force was unable to assist the production due to security constraints.,"[0.030168854, 0.95952964, 0.010301537]",1,"[0.03206732, 0.95741826, 0.01051446]",1,"[0.0030284068, 0.9930115, 0.003960122]",1,"[0.006463927, 0.989113, 0.0044230656]",1,"[0.58985126, 0.37984344, 0.030305238]",0,"[0.08701504, 0.894435, 0.018549973]",1
88,tt0049022,"world war ii army film, focused on men doing the fighting in italy","[0.5687115, 0.35924536, 0.072043136]",0,"[0.6607587, 0.2628411, 0.076400205]",0,"[0.41284195, 0.5454362, 0.041721884]",1,"[0.39859402, 0.5636801, 0.037725877]",1,"[0.8239418, 0.08207098, 0.09398724]",0,"[0.6643941, 0.29042196, 0.045183964]",0
89,tt0035689,world war ii film about training of bombardiers and bombers in action. filmed at bombardier training facility in arizona,"[0.9351346, 0.051249295, 0.013616102]",0,"[0.91289115, 0.07134763, 0.015761254]",0,"[0.88018477, 0.08390622, 0.035909034]",0,"[0.8844617, 0.09950721, 0.016031042]",0,"[0.95742875, 0.013369109, 0.029202133]",0,"[0.94919544, 0.02766264, 0.02314196]",0
90,tt0050204,pro sac film made with full cooperation of curtis lemay and the air force. portrayed the transition from 0475 to b szs. blatant propaganda for sac mission,"[0.50213164, 0.19722399, 0.30064443]",0,"[0.65483207, 0.2542638, 0.09090413]",0,"[0.2173483, 0.035197463, 0.7474542]",2,"[0.5063953, 0.1945846, 0.2990201]",0,"[0.7957138, 0.10974421, 0.094542004]",0,"[0.5772468, 0.1851218, 0.23763138]",0
91,tt1248437,"approved filming on december 15, at naval base ventura county, port hueneme, ca. aboard the self defense test ship.","[0.9753911, 0.005615523, 0.0189934]",0,"[0.9524381, 0.021731703, 0.025830207]",0,"[0.9424807, 0.015008606, 0.04251071]",0,"[0.91761243, 0.009739711, 0.07264789]",0,"[0.98062, 0.009776059, 0.00960391]",0,"[0.9601314, 0.00910282, 0.030765787]",0
92,tt0096969,"much discussion of script. dod first refused, but marines continued negotiations and ultimately approved script with strict guidelines for shooting at paris island. funding ultimately fell through when pacino dropped out. project resurrected in the late 1980's, with oliver stone as director. no one came back to dod for assistance, made in mexico with same script the second time around.","[0.25766966, 0.7346622, 0.00766812]",1,"[0.29520604, 0.6955844, 0.009209562]",1,"[0.37530118, 0.60805875, 0.016640142]",1,"[0.5033159, 0.4507652, 0.04591891]",0,"[0.71873945, 0.26630595, 0.014954608]",0,"[0.39017135, 0.5958914, 0.01393724]",1
93,tt0042282,"unexceptional world war ii army story from training to combat, army provided full assistance","[0.005502161, 0.0025679332, 0.9919299]",2,"[0.004010439, 0.0018298223, 0.9941597]",2,"[0.01729126, 0.0056205774, 0.9770882]",2,"[0.0065719862, 0.00344559, 0.9899824]",2,"[0.19885501, 0.046397064, 0.7547479]",2,"[0.015165322, 0.008275682, 0.97655904]",2
94,tt0088850,denied by the department. they felt there was too many helicopters commercially available in the new york area.,"[0.016305264, 0.97790456, 0.0057901586]",1,"[0.019563839, 0.97495335, 0.0054828417]",1,"[0.0700644, 0.8719036, 0.05803202]",1,"[0.020615233, 0.9711341, 0.008250621]",1,"[0.12933858, 0.8468776, 0.023783851]",1,"[0.041390434, 0.93730897, 0.021300586]",1
95,tt0064110,"fictionalized account of the crossing of the rhine. since made behind the iron curtain, the us military could not provide any assistance. however, a retired army officer served as the technical advisor. irony is that david wolper, famous for documentaries, fictionalized a true story. not generally considered to be a well made film","[0.018261168, 0.9636292, 0.018109603]",1,"[0.56016374, 0.23506454, 0.20477177]",0,"[0.14311881, 0.8331714, 0.023709789]",1,"[0.0995872, 0.87877035, 0.0216425]",1,"[0.5037813, 0.44084698, 0.055371728]",0,"[0.1564949, 0.82002735, 0.023477748]",1
96,tt3682448,"filmed us static, towed, take offs and landings for several days at beale afb, ca","[0.55152804, 0.44205844, 0.006413506]",0,"[0.47372472, 0.5201657, 0.0061096507]",1,"[0.55914956, 0.42349344, 0.017357036]",0,"[0.3973529, 0.5955354, 0.0071116723]",1,"[0.82311946, 0.17260174, 0.0042787706]",0,"[0.60384655, 0.38929597, 0.0068574985]",0
97,tt0054701,"the film was approved sept. 1932, under the name run tiger run, by the department and the air force. the request for f stock footage was approved. ","[0.86527455, 0.01470275, 0.120022714]",0,"[0.89763254, 0.023231037, 0.07913645]",0,"[0.3311797, 0.0056134537, 0.6632068]",2,"[0.68959355, 0.02177564, 0.28863078]",0,"[0.95510113, 0.03719143, 0.007707429]",0,"[0.9479923, 0.024284372, 0.027723318]",0
98,tt0075784,"army found script excellent, relatively small american presence in british film.","[0.0026858356, 0.0031855295, 0.9941286]",2,"[0.0021082412, 0.002872643, 0.99501914]",2,"[0.28194022, 0.320804, 0.39725575]",2,"[0.0024745772, 0.0027443103, 0.99478114]",2,"[0.18123996, 0.12297875, 0.6957813]",2,"[0.24881446, 0.5739376, 0.17724794]",1
99,tt0046806,"made with full cooperation of the navy. based on article and book by james mitchener. showed carrier jet operations which was reason navy approved film despite anti war ending with willian holden, a reluctant warrior, dead in a ditch after being shot down.","[0.42292142, 0.047782212, 0.5292964]",2,"[0.6267206, 0.2007948, 0.17248464]",0,"[0.3583714, 0.06973585, 0.5718928]",2,"[0.00619803, 0.0013588064, 0.99244314]",2,"[0.8656894, 0.014808222, 0.119502366]",0,"[0.6634992, 0.10056579, 0.23593506]",0
