Title,IMDB_ID,Subtitle,Status,Media Type,Year,Remarks
BEHIND ENEMY LINES,tt0159273,,APP,FILM,2001,"AFTER PROTRACTED SCRIPT NEGOTIATIONS OVER CHARACTER AND TECHNICAL DETAILS, APPROVED FILMING INT AND EXT SCENES ABOARD SHIPS AND USN/USMC AIR STATIONS FOR THIS STORY INSPIRED BY THE USAF CAPT SCOTT O‘GRADY BOSNIA SHOOT-DOWN INCIDENT. REASONABLY POSITIVE DEPICTION AND RELATIVELY MODEST MILITARY ASSISTANCE, SINCE THE RESCUE OPERATION WILL BE FILMED IN SLOVAKIA WITH CIVILIAN HUEY AIRCRAFT."
"BELL FOR ADANO, A",tt0037534,,LIM,FILM,1945,ARMY PROVIDED LIMITED ASSISTANCE (WHILE WAR WAS STILL GOING ON IN EUROPE) IN THE FORM OF MEN AND TRUCKS FOR STORY ABOUT REHABILITATION OF AN ITALIAN TOWN AFTER GERMANS HAD BEEN DRIVEN OUT.
BENEATH THE FLESH,,,LIM,FILM,,"PRODUCER REQUESTED TANKS, APCS, HUMVEES, 150 EXTRAS, ETC., ETC. EXPLOTIVE, GRISLY FILM ABOUT VAMPIRES ATTACKING AND DEVOURING PEOPLE AFTER A POLLUTING CHEMICAL COMPANY INADVERTANTLY DISTURBS THE TOMB OF AN ANCIENT AMERICAN INDIAN VAMPIRE. NATIONAL GUARD SHOWN SOMEWHAT INEPTLY COMBATTTNG THE VAMPIRES, ALSO TWO SOLDIERS DEVOURED WHILE SMOKING MARIJUANA WHILE ON GUARD DUTY. NATIONAL GUARD TURNED DOWN CONCEPT AT NATIONAL GUARD LEVEL. NO FILE, NO RECORD THAT FILM WAS EVER MADE."
BEST OF THE BEST,tt0096913,,DEN,FILM,1989,"THE ARMY, NGB, AND DOD CONCURRED NOT SUPPORTING THE FILM, BECAUSE IT WAS INACCURATE AND NONBENEFICIAL TD THE SERVICES. THE USE OF ALAMITOS ARMORY WAS DENIED. FILM WAS RELEASED IN 1999, A TYPICAL KARATE MOVIE."
"BEST RANGER, THE",,,DEN,FILM,,DENIED BECAUSE THE US. MILITARY BECOMES INVOLVED IN A FICTIONAL MILITARY ATTEMPT ON PRESIDENT AQUINO'S LIFE AND A TAKE-OVER OF THE GOVERNMENT OF THE REPUBLIC OF THE PHILIPPINES. NO RECORD OF FILM BEING MADE
BEST YEARS OF OUR LIVES,tt0036868,,LIM,FILM,1946,ARMY AIR CORPS PROVIDED LIMITED ASSISTANCE IN FORM OF FILMING ON BASE ON WHICH WWII PLANES WERE STORED UNTIL DESTROYED
BETWEEN HEAVEN AND HELL,tt0049004,,APP,FILM,1956,TYPICAL WORLD WAR II MOVIE IN WHICH HERO BECOMES A DIFFERENT PERSON FROM HIS EXPERIENCES. ARMY PROVIDED MEN AND EQUIPMENT
BIG JIM MCLEAN,tt0044418,,LIM,FILM,1952,COLD WAR ESPIONAGE MOVIE WITH JOHN WAYNE AS HERO. NAVY PROVIDED LOCATIONS IN PEARL HARBOR FOR BACKGROUND SHOTS OF SHIPS AND WAYNE ABOARD A SHIP.
"BIG LIFT, THE",tt0042249,,APP,FILM,1950,"PORTRAYAL OF THE BERLIN AIR LIFT MADE ON LOCATION WITH FULL COOPERATION OF AIR FORCE WITH PLANES, MEN, AND LOCATIONS"
"BIG PARADE, THE",tt0015624,,APP,FILM,1925,"THE BIG PARADE WAS THE FIRST GREAT MOVIE ABOUT THE ARMY IN WORLD WAR I. MOST PEOPLE CONSIDER IT AN ANTI-WAR FILM, BUT FILM ENDS HAPPILY WITH THE BOY GETTING THE GIRL. KING VIDOR FILMED MOST OF MOVIE IN LOS ANGELES. HOWEVER, FOR THE GREAT ADVANCE TO THE FRONT, HE SENT A SECOND UNIT DIRECTOR TO TEXAS TO SHOOT THE LONG LINE OF TROOPS AND EQUIPMENT MOVING TO THE FRONT IN A STRAIGHT LINE. COMMANDER SAID NO STRAIGHT ROADS IN FRANCE AND PROVIDED MEN, PLANES, AND EQUIPMENT FOR SEQUENCE ON CURVED ROAD. VIDOR WENT BACK, GOT SAME SUPPORT AND FILMED ADVANCE DOWN A STRAIGHT ROAD. MOST SIGNIFICANT HELP UNTIL WINGS IN 1927."
BIG RED ONE,tt0080437,,OTH,FILM,1980,"SAM FULLER TRIED FOR MANY YEARS TO MAKE A SEMI-AUTOBIOGRAPHICAL FILM ABOUT HIS EXPERIENCES IN THE ""BIG RED ONE."" WHEN HE FINALLY MADE IT, HAD TO USE EQUIPMENT IN ISRAEL. NO NEED TO REQUEST ASSISTANCE. HOWEVER, FILM IS HIGHLY POSITIVE IMAGE OF THE ARMY AND WAS FIRST POSITIVE MOVIE ABOUT ARMY SINCE THE END OF THE VIETNAM WAR."
BILOXI BLUES,tt0094746,,APP,FILM,1988,REQUEST FOR USE OF FORT CHAFFEE FOR FILMING WAS GRANTED. AFTER ACTION REPORT IN FILE AT GEORGETOWN UNIVERSITY LIBRARY.
BIRDY,tt0086969,,DEN,FILM,1984,"NO RECORD ON FILE AS TO WHETHER DOD APPROVED IT OR NOT. ASSISTANCE WAS SUPPOSEDLY BE GIVEN ON MAY 2, 1984, BUT NO FEEDBACK WAS EVER GIVEN. CONTAINS STRONG ANTI-WAR MESSAGE DATE APPROXIMATED, NO FILE."
BIRTH OF A NATION,tt0004972,,APP,FILM,1915,FIRST GREAT AMERICAN WAR MOVIE. WEST POINT PROVIDED SOME HISTORICAL. INFORMATION AND CANONS TO HELP CREATE A CIVIL WAR BATTLEFIELD
BLACK HAWK DOWN,tt0265086,,APP,FILM,2002,"SECRETARY OF DEFENSE MESSAGE TRANSMITTED INDICATING APPROVAL OF ASSISTANCE FILMMAKERS REQUESTED THE INVOLVEMENT OF BLACK HAWK AND ""LITTLE BIRD"" AIRCRAFT, PLUS APPOX. 25 FAST-ROPE-CAPABLE RANGERS, TO REENACT IN MOROCCO THE CONFLICT THAT TOOK PLACE IN MOGADISHU, SOMALIA, IN 1993, AS WRITTEN IN THE MARK BOWDEN BOOK OF THE SAME TITLE. BECAUSE THE INVOLVEMENT TOOK PLACE OVERSEAS, A FORMAL DEPLOYMENT ORDER WAS REQUIRED. ULTIMATELY THE DEPLOYMENT WAS APPROVED PERSONALLY BY THE CHAIRMAN OF THE JOINT CHIEFS OF STAFF [GEN HENRY SHELTON) AND THE SECRETARY OF DEFENSE (HON. DONALD RUMSFELD}. THE B AIRCRAFT CAME FROM THE US ARMY SPECIAL OPERATIONS COMMAND AND CONSISTED OF 4 MH-E-{T AND 4 AHIMH-E LITTLE BIRDS, THE RANGERS, AND UP TO APPROX. SIXTY SUPPORT AND COMMAND AND CONTROL PERSONNEL DEPLOYED FOR APPROX. 2 MONTHS."
BLOOD ALLEY,tt0047889,,OTH,FILM,1955,NEED ADDITIONAL INFORMATION
BLUE THUNDER,tt0085255,,DEN,FILM,1983,ARMY REFUSED COOPERATION ON SHORT SCENE SET IN VIETNAM. SHOWS A VIET CONG BEING THROWN OUT OF A HELICOPTER.
BLUE YONDER,,,DEN,TV,1985,THE AIR FORCE WAS UNABLE TO ASSIST THE PRODUCTION DUE TO SECURITY CONSTRAINTS.
"BOLD AND THE BRAVE, THE",tt0049022,,OTH,FILM,1956,"WORLD WAR II ARMY FILM, FOCUSED ON MEN DOING THE FIGHTING IN ITALY"
BOMBARDIER,tt0035689,,APP,FILM,2000,WORLD WAR II FILM ABOUT TRAINING OF BOMBARDIERS AND BOMBERS IN ACTION. FILMED AT BOMBARDIER TRAINING FACILITY IN ARIZONA
BOMBERS B-52,tt0050204,,APP,FILM,1957,PRO-SAC FILM MADE WITH FULL COOPERATION OF CURTIS LEMAY AND THE AIR FORCE. PORTRAYED THE TRANSITION FROM 0475 TO B-SZS. BLATANT PROPAGANDA FOR SAC MISSION
BONES,,HERO IN THE HOLD,APP,TV,2009,"APPROVED FILMING ON DECEMBER 15, AT NAVAL BASE VENTURA COUNTY, PORT HEUNEME, CA. ABOARD THE SELF DEFENSE TEST SHIP."
BORN ON THE 4TH OF JULY,tt0096969,,OTH,FILM,1989,"MUCH DISCUSSION OF SCRIPT. DOD FIRST REFUSED, BUT MARINES CONTINUED NEGOTIATIONS AND ULTIMATELY APPROVED SCRIPT WITH STRICT GUIDELINES FOR SHOOTING AT PARIS ISIAND. FUNDING ULTIMATELY FELL THROUGH WHEN PACINO DROPPED OUT. PROJECT RESURRECTED IN THE LATE 1980‘S, WITH OLIVER STONE AS DIRECTOR. NO ONE CAME BACK TO DOD FOR ASSISTANCE, MADE IN MEXICO WITH SAME SCRIPT THE SECOND TIME AROUND."
BRATS,,,APP,TV,2002,"APPROVED ASSISTANCE FOR FILMING 2 DAYS, MAY 18-19, 2002 AT NAVAL AIR STATION POINT MUGU, CA., AT AN ATHLETIC FLD., A HANGAR/AIRFIELD AND A HOUSING AREA. AIRING DATE TBD."
BREAKTHROUGH,tt0042282,,APP,FILM,1950,"UNEXCEPTIONAL WORLD WAR II ARMY STORY FROM TRAINING TO COMBAT, ARMY PROVIDED FULL ASSISTANCE"
BREWSTER'S MILLIONS,tt0088850,,DEN,FILM,1985,DENIED BY THE DEPARTMENT. THEY FELT THERE WAS TOO MANY HELICOPTERS COMMERCIALLY AVAILABLE IN THE NEW YORK AREA.
BRIDGE AT REMAGEN,tt0064110,,OTH,FILM,1969,"FICTIONALIZED ACCOUNT OF THE CROSSING OF THE RHINE. SINCE MADE BEHIND THE IRON CURTAIN, THE US MILITARY COULD NOT PROVIDE ANY ASSISTANCE. HOWEVER, A RETIRED ARMY OFFICER SERVED AS THE TECHNICAL ADVISOR. IRONY IS THAT DAVID WOLPER, FAMOUS FOR DOCUMENTARIES, FICTIONALIZED A TRUE STORY. NOT GENERALLY CONSIDERED TO BE A WELL-MADE FILM"
BRIDGE OF SPIES,tt3682448,ST. JAMES PLACE,APP,FILM,2015,"Filmed U-2s static, towed, take—offs and landings for several days at Beale AFB, CA"
BRIDGE TO THE SUN,tt0054701,RUN TIGER RUN,LIM,FILM,,"THE FILM WAS APPROVED SEPT. 1932, UNDER THE NAME ""RUN TIGER RUN,"" BY THE DEPARTMENT AND THE AIR FORCE. THE REQUEST FOR F-4 STOCK FOOTAGE WAS APPROVED. NO RECORD FILM WAS COMPLETED"
BRIDGE TOO FAR,tt0075784,,APP,FILM,1977,"ARMY FOUND SCRIPT EXCELLENT, RELATIVELY SMALL AMERICAN PRESENCE IN BRITISH FILM."
"BRIDGES AT TOKO RI, THE",tt0046806,,APP,FILM,1954,"MADE WITH FULL COOPERATION OF THE NAVY. BASED ON ARTICLE AND BOOK BY JAMES MITCHENER. SHOWED CARRIER JET OPERATIONS WHICH WAS REASON NAVY APPROVED FILM DESPITE ANTI-WAR ENDING WITH WILLIAN HOLDEN, A RELUCTANT WARRIOR, DEAD IN A DITCH AFTER BEING SHOT DOWN."
"BRIGHT SHINING LIE, A",,,OTH,TV,1998,"STORY OF JOHN PAUL VANN. FILM COULD NOT DECIDE WHETHER TO TELL SAIACIOUS STORY ABOUT VANN, A PEDIFILE, OR A STORY OF HOW THE US. LOST THE VIETNAM WAR. NEITHER FISH NOR FOWL. POSITIVE VIEW OF VANN AS A SOLDIER AND CIVILLIAN ADVISOR WHOSE IDEAS MIGHT HAVE PRODUCED A VICTORY OF SORTS IN VIETNAM IF THE PENTAGON HAD LISTENED TO HIM. FILM SHOWED HIM DYING A HERO‘S DEATH DESPITE HIS PERSONALITY FLAWS."
BROKEN ARROW,tt0115759,,DEN,FILM,1998,RENAGADE AIR FORCE PILOT STEALS TWO NUCLEAR WEAPONS TO SELL TO HIGHEST BIDDER. OBVIOUSLY NO WAY THE AIR FORCE WOULD HELP ON SUCH A PORTRAYAL.
BROTHER RAT,tt0029949,,APP,FILM,1938,STORY OF CADETS AT VIRGINIA MILITARY ACADEMY. ARMY HELPED IN TRAINING EXERCISES FOR CADETS
BROTHERS IN ARMS,tt0096986,,DEN,FILM,1989,THE FILM HAD TOO MANY INACCURACIES FOR THE PRODUCTION CHANGE WITHOUT COMPLETELY CHANGING IT FOR DOD APPROVAL. THE EVENTS DEPICTED WERE IMPLAUSIBLE & NOT AUTHENTIC PORTRAYALS OF MILITARY OPERATIONS BL PERSONNEL.
BUFFALO SOLIDERS,tt0252299,,APP,FILM,,"APPROVED USE OF EXTERIOR FILMING AT FORT HUACHUCA PARADE GROUND AND INTERIOR FILMING AT FORT HUACHUA, MUSEUM -~ TOTAL TIME 1 WEEK ~- AS OF 9-17-92, NO FILMING HAD TAKEN PLACE {MONEY PROBLEMS?) NO RECORD OF FILM BEING MADE"
BY DAWN'S EARLY LIGHT,,,OTH,TV,2001,"STORY OF ACCIDENTAL WORLD WAR III. ROCKET FROM INSIDE TURKEY FIRED ON SOVIET UNION, PROVOKING A LIMITED RESPONSE AGAINST US WHICH ESCALATES AND NO ONE CAN FIGURE OUT HOW TO STOP. ALONG LINES OF FAIL SAFE, BUT DEALS WITH AFTERMATH OF ACCIDENT AND PROBLEMS NO ONE HAS CONSIDERED, HOW TO STOP-AIR FORCE WOULD NOT BE ASSOCIATED WITH SUCH IMAGES"
BYE BYE BIRDIE,tt0056891,,LIM,FILM,1963,"ROCK STAR (GUESS WHO) DRAFTED INTO ARMY. PENTAGON PROVIDED LIMITED, BACKGROUND HELP."
"CAINE MUTINY, THE",tt0046816,,APP,FILM,1954,"NAVY FOUGHT VALIANTLY TO AVOID ASSISTING ON MOVIE CLAIMING IT HAD NEVER EXPERIENCED A MUTINY ON ONE OF ITS SHIPS (NOT ACCURATE). STANLEY KRAMER FOUGHT EVEN HARDER TO OBTAIN ASSISTANCE AND FINALLY WORE DOWN NAVY AFTER CHANGING PORTRAYAL OF QUEEG, SHOWING HIM THE VICTIM OF THE STORY BECAUSE HIS MEN WOULD NOT SUPPORT HIM."
CALL ME MISTER,tt0043370,,LIM,FILM,1951,"MUSICAL SET IN OCCUPIED JAPAN AFTER WWII. LIMITED ARMY ASSISTANCE, IE., BACKGROUND SHOTS OF MILITARY FACILITIES AND EQUIPMENT."
CAMP NOWHERE,tt0109369,,APP,FILM,1994,STORY ABOUT KIDS INVENTING A FAKE SUMMER CAMP OF THEIR OWN -- COMPANY WANTED SOME MILITARY JETS TO FLY OVER (TARGET OF OPPORTUNITY) FOR A SHOT THAT REINFORCES THE KIDS' PLAN (THE AUDIENCE UNDERSTANDS THAT THE JETS AREN'T REALLY PART OF IT)
"CAPT. NEWMAN, M.D.",tt0056903,,APP,FILM,1963,"STORY OF ARMY PSYCHIATRIST DEALING WITH COMBAT FATIGUE DURING WORLD WAR II. ARMY PROVIDED MEN, EQUIPMENT AND FACILITIES FOR PART-DRAMA, PART-COMEDY FILM"
CAPTAIN AMERICA,tt0103923,,DEN,FILM,1990,"THE REQUEST FOR STOCK FOOTAGE WAS DENIED DY THI- DOD, AS WELL AS, THE DEPARTMENT OF THE ARMY. THE AMOUNT OF MILITARY PRESENCE IN THE FILM WAS EITHER FANCIFUL OR DAMAGING SUGGESTED COMMERCLAL ASSISTISTANCE. NEVER RELEASED THEATRICAL IN US. APPARENTLY A VERY TERRIBLE FILM"
CAPTAIN AMERICA THE WINTER SOLDIER,tt1843866,,APP,FILM,2014,"Principle filming was in Cleveland, Ohio, so the National Guard allowed Marvel to build a few sets in a secluded area of the 22,000 acre Army National Guard base, Camp Ravenna, located an hour south of Cleveland. In return, the Guard received significant portrayal in the film. As always, there was no cost to the government, and when filming was completed, Marvel tore down the sets and restored the installation back to its original condition. For the build—up, filming, and tear-down —- in total, about three weeks"
CAPTAIN EDDIE,tt0037575,,LIM,FILM,1945,CINEMATIC BIOGRAPHY OF CAPTAIN EDDIE RICKENBACKER. ARMY AIR CORPS PROVIDED LIMITED ASSISTANCE ON STORY THAT INCLUDED WORLD WAR I COMBAT AND RICKENBACKER'S 19 DAYS FLOATING IN THE PACIFIC AFTER HIS PLANE WENT DOWN
CAPTAIN PHILLIPS,tt1535109,A CAPTAIN'S DUTY/MAERSK/ALABAMA,APP,FILM,2013,"Bulk of filming took place between June 10 and June 25, in vicinity of Norfolk, VA. Navy support during this period included extensive filming interiors and exteriors aboard USS Truxton {DDS-103), in port and underway, to reenact the standoff and rescue scenes. Filming aboard a large deck amphibious landing ship, including helicopter flight operations also took place. An Oliver Hazard Perry class FFG-7 also took part in the underway filming. A static Air National Guard C-130 was also used to reenact a scene in which Navy SEALs board the aircraft on route to the mission area. Two active duty Navy SEALs on terminal leave were hired by the production company to reenact the SEAL role in the mission, and one active duty SEAL from NAVSPECWARCOM was assigned as a technical advisor. The captain of the Bainbridge {actual ship in the operation} was also on site periodically as a technical adviso"
CAPTAIN PHILLIPS,,,APP,TV,2013,"Navy provided considerable amount of support, primarily making available a DDG-51 (Arleigh Burke class) destroyer in port and underway for the better part of three weeks in and around Naval Base, Norfolk, VA, to reenact the rescue of Captain Phillips, portrayed by Tom Hanks."
CAPTAIN SKYHAWK,,,LIM,TV,,"NAVY AND ARMY STOCK FOOTAGE WAS USED BY THE PRODUCTION, AGREEING NOT TO REUSE THE FOOTAGE WITHOUT PRIOR APPORVAL."
CAPTURED,tt0023872,,APP,FILM,1933,STORY ABOUT AMERICAN FLIERS SHOT DOWN AND CAPTURED DURING WORLD WAR I. ARMY AIR CORPS COOPERATION IN THE FORM OF MEN AND PLANES.
CASSANDRA CROSSING,tt0074292,,OTH,FILM,1977,"FILM ABOUT ARMY'S PURSUIT OF STOLEN BIOLOGICAL AGENT AND DECISION TO KILL EVERYONE ON TRAIN TO HIDE EXISTENCE OF DISEASE. IMPORTANT FOR COMMENT BY BURT LANCASTER AS COLONEL IN CHARGE OF DESTROYING TRAIN -- ""I KNOW YOU DO NOT THINK MUCH OF THE MILITARY ANYMORE, BUT I DO MY JOB AND DO IT WELL."" COMMENT IS A CLEAR REFLECTION OF HOW THE POST-VIETNAM MILITARY WAS VIEWED IN LATE 1970S"
CASTLE KEEP,tt0064137,,OTH,FILM,1969,ANOTHER ARMY WORLD WAR II STORY MADE IN EUROPE WITHOUT ASSISTANCE REQUESTED.
CASUALTIES OF WAR,tt0097027,,OTH,FILM,1989,"COMBAT FILM WHICH CAPTURES A POPULAR VIEW OF THE NATURE OF THE AMERICAN EXPERIENCE IN VIETNAM. SQUAD SENT ON RECON MISSION KIDNAPS VIETNAMESE GIRL, RAPE FER, AND ULTIMATELY KILL HER. BASED ON TRUE STORY WHICH APPEARED FIRST IN THE NEW YORKER AND THEN IN BOOK FORM. THE ONE SOLDIER WHO DID NOT TAKE PART IN SEXUAL ABUSE REPORTED WHAT HAPPENED AND MEN WERE COURT MARTIALED AND SENTENCED TO PRISON BUT DID NOT SERVE TIME. ""HERO"" PORTRAYED AS VILLIAN FOR REPORTING CRIME."
CATCH-22,tt0065528,,OTH,FILM,1970,MOVIE BASED ON CLASSIC AMERICAN NOVEL ABOUT THE ABSURDITIES OF WAR. DIRECTOR MIKE NICHOLS CREATED HIS OWN AIR FORCE OF B-25 BOMBERS FOR FILMING IN MEXICO. FILM WAS NOT A POPULAR SUCCESS IN PART BECAUSE PEOPLE WHO HAD NOT READ THE NOVEL CAME TO THEATER EXPECTING TO SEE A COMBAT MOVIE. DESCRIBED AS A NOBLE FAILURE BY SOME CRITICS
CELEBRITY BOOT CAMP,,,APP,TV,2002,"APPROVED FILMING AT MARINE CORPS RECRUIT DEPOT, SAN DIEGO, CA, FOR ARRIVAL OF ""TRAINEES,"" AND FOR SEVERAL MORE DAYS OF FILMING AT THE TRAINING SITE AT CAMP PENDLETON, CA. ""TRAINEES"" WILL COMPETE AMONG EACH OTHER TO DETERMINE WHO DOES BEST AT THE SIMULATED TRAINING. UNLIKE ""SURVIVOR,"" THEY WILL NOT VOTE EACH OTHER OFF THE SHOW. THE PROGRAM WILL AIR AS A TWO-HOUR SPECIAL. THE MARINES WILL PROVIDE EQUIPMENT NOT REASONABLY AVAILABLE FROM COMMERCIAL SOURCES, SUCH AS POLICE VEHICLES, TENTS, AND SET DRESSING. A MARINE HELICOPTER WILL FLY THE TRAINEES FROM THE CAMP PENDLETON AIR FIELD TO THE TRAINING SITE."
CHAIN LIGHTNING,tt0042324,,OTH,FILM,1950,"ABOUT DEVELOPMENT OF AMERICAN JET FIGHTERS, OPENS WITH U.S. BOMBERS BEING ATTACKED BY GERMAN JETS WITH FADE TO TEST PILOTING."
CHASERS,tt0109403,,DEN,FILM,1994,"NATIONAL GUARD ASKED DOD FOR PERMISSION TO PROVIDE A MOTOR POOL AND VEHICLES TO SUBSTITUTE FOR THE NAVY ONE IN THE SCRIPT. WE SAID NO, DID NOT MEET DOD CRITERIA FOR SUPPORT. PRODUCTION COMPANY INFORMALLY SOUGHT NAVY COOPERATION. AFTER INFORMAL NEGOTIATIONS, COMPANY AGREED THAT THE CHANGES WE WANTED WERE TOO MUCH TO ACCOMODATE. IN MAY; 1993, SOUTH CAROLINA NATIONAL GUARD ASKED DOD FOR PERMISSION TO PROVIDE A MOTOR POOL"
CHEERS,,EPISODE W/ ADM CROWE,APP,TV,1989,APPROVED BY THE DEPARTMENT AND BY JCS FOR ADMIRAL CROWE TO APPEAR AS HIMSELF ON AN EPISODE OF CHEERS
CHINA BEACH,,,DEN,TV,1988,DOD CONCLUDED THAT THE SERIES DID NOT PORTRAY THE MILITARY OR ANY ORGANIZATION ASSOCIATED WITH IT IN A FAVORABLE LIGHT. THE OVERALL TONE AND ACCURACY OF THE FILM WERE UNACCEPTABLE.
"CHIPS, THE WAR DOG",,,APP,TV,1990,"THE DEFENSE DEPARTMENT AND THE DEPARTMENT OF THE ARMY APPROVED THE SCRIPT, PROVIDING SOME MINOR CHANGES BE MADE. AFTER CHANGES, THE SCRIPT WAS QUITE ACCURATE SO USE OF FT. LEWIS WAS GRANTED"
CINDERELLA LIBERTY,tt0069883,,DEN,FILM,1973,"DIRECTOR AND FILM COMPANY NEGOTIATED FOR A LONG TIME SEEKING COOPERATION. STICKING POINT WAS THAT SAILOR GOES AWOL TO TAKE CARE OF BOY WHOSE MOTHER IS A PROSTITLTTE. ULTIMATELY REACHED A TENTATIVE AGREEMENT, BUT THEN CHIEF OF INFORMATION DECIDED THAT FILM PERPETUATED NEGATIVE IMAGE OF NAVY RESULTING FROM THE VIETNAM WAR-EVEN THOUGH VIETNAM IS NOT MENTION ED AND IS NOT SUBJECT AFTER FINAL TURNDOWN, FILMMAKERS RETURNED TO ORIGINAL SCRIPT"
CITIZEN COHN,,,DEN,TV,1992,"NO MILITARY ASPECT TO PICTURE, NO BENEFIT TO MILITARY DECLINED USE OF AIR NATIONAL GUARD FACILITY AND EQUIPMENT TO BE USED IN AN UNIMPORTANT SCENE. RECEIVED CRITICAL PRAISE"
CLASS MATES,tt0014779,,APP,FILM,1924,"EARLY WEST POINT STORY, FILMED AT ACADEMY USING HISTORIC SETTLING TO ATTRACT AUDIENCES AND AID RECRUITING"
CLEAR AND PRESENT DANGER,tt0109444,,APP,FILM,1994,"REQUESTED AIRCRAFT, SHIPS, LOCATIONS. AFTER AN EXTENDED PERIOD OF SCRIPT NEGOTIATIONS, APPROVED ASSISTANCE. USE OF AIRCRAFT CARRIER TO LAUNCH ATTACK ON DRUG LORDS"
"CLIENT, THE",tt0109446,,APP,FILM,1994,"COMPANY REQUESTED TO USE NATIONAL GUARD HANGAR AND EXTRAS TO ENACT SCENE IN WHICH ""THE CLIENT"" IS ACCEPTED INTO THE FEDERAL WITNESS PROTECTION PROGRAM UNDER HEAVY FBI/NATIONAL GUARD SECURITY. FBI SAID PORTRAYAL IS REALISTIC. APPROVED SUPPORT"
CLIPPED WINGS,tt0045633,,LIM,FILM,1959,"FULL NAVY COOPERATION, SHIPS, MEN AND EQUIPMENT FOR STORY SET IN BATTLE OF CORAL SEA"
CLOSE ENCOUNTERS OF THE THIRD KIND,tt0075860,,DEN,FILM,1977,STUDIO WANTED USE OF A LARGE HANGER IN WHICH TO FILM FINAL SEQUENCE WHEN ALIEN SPACESHIP LANDS. AIR FORCE REFUSED TO ASSIST ON THE GROUNDS THAT IT HAD DENIED THE EXISTENCE OF UFOS OR ALIENS AND SO IT WAS NOT APPROPRIATE TO COOPERATE.
COCK-EYED WORLD,tt0019776,,APP,FILM,1929,"MARINES IN PEACETIME, CHASING WOMEN, ETC."
COCOON,tt0088933,THE JOURNEY BACK,DEN,FILM,1985,"AIR FORCE ASSISTANCE WAS DENIED SINCE THE FILM PORTRAYED THE AIR FORCE UNREALISTICALLY, THE IMAGE OF THE AIR FORCE WAS PORTRAYEO UNPROFESSIONALLY, AND THIRDLY, THE BASIC STORYLINE IS CONTRARY TO AIR FORCE POLICY ON UFO'S--THE AIR FORCE HAS ALWAYS REFUSED TO PROVIDE ASSISTANCE TO STORIES THAT SHOW UFOS AS REAL INCLUDING ""CLOSE ENCOUNTERS OF THE THIRD KIND"" AND ""STAR MAN."""
CODE 3,,"PILOT FOR NEW TV SERIES BASED ON ""COPS"" CONCEPT (REALITY)",APP,TV,,CONCURRED WITH USARPACKARMY RECOMMENDATION TO LET SMALL PRODUCTION TEAM TO ACCOMPANY ARMY EMT'S IN HAWAII AS THEY PERFORM THEIR MISSION. NO INDICATION SHOW WAS EVER PRODUCED.
CODE NAME: DELTA FORCE,,,DEN,FILM,,"THE CONCEPT OF THE FILM WAS INACCURATE AND CAST THE US. GOVERNMENT, DOD, AND SPECIAL OPERATIONS FORCES IN UNFAVORABLE LIGHT. ASSISTANCE DENIED. NO RECORD FILM MADE"
COLONEL JAMES ROWE STORY,,,LIM,FILM,,THE DEPARTMENT OF THE ARMY APPROVED FOR BACKGROUND ASSISTANCE ONLY. NO RECORD THAT FILM WAS MADE
COLOSSUS,tt0064177,THE FORBIN PROJECT,OTH,FILM,1970,"THIS IS A CLASSIC SCIENCE FICTION, COMPUTER FILM IN WHICH COMPUTERS BUILT BY THE U.S. AND THE SOVIET UNION TO CONTROL MILITARY ACTIVITIES JOIN TOGETHER TO TAKE OVER THE WORLD. NO COOPERATION. MILITARY HAS A PRIMARY ROLE IN FILM BUT IS PORTRAYED AS HELPLESS TO PROTECT THE WORLD AGAINST COMPUTERS."
COLUMBO,,SMOKESCREEN,LIM,TV,1968,"THE DEPARTMENT FURNISHED BRIGHT STAR-89 EXERCISE FOOTAGE, PROVIDING THE FOOTAGE WILL NOT BE OLD, NOR WILL IT BE REUSED FOR ANY OTHER REASON PURPOSE WITHOUT PRIOR DOD APPROVAL."
COMBAT SQUAD,tt0045638,,APP,FILM,1953,"TYPICAL ARMY STORY SET IN KOREA. ARMY PROVIDED MEN, EQUIPMENT, AND TECHNICAL ADVISOR"
COME SEE THE PARASIDE,tt0099291,,DEN,FILM,1990,DENIED BECAUSE IT HAD A VERY LITTLE OR NOTHING TO DO WITH THE ARMY
COMING HOME,tt0077362,,DEN,FILM,1978,"MARINES REFUSED TO PROVIDE ASSISTANCE ON STORY WHICH CONTAINED REFERENCE TO LEATHERNECKS IN VIETNAM CUTTING EARS OFF DEAD VIET CONG, PORTRAYING AN OFFICER SUFFERING A BREAKDOWN FROM HIS WAR EXPERIENCES AND COMMITTING SUICIDE, AND A PARALYZED VIETNAM VET ATTACKING THE MARINES. IN FACT, IF SCRIPT SHOT HAD BEEN SUBMITTED, MARINES MIGHT HAVE ASSISTED. IN ANY CASE FILM HELPED CONVINCE MARINE CORPS IT WAS BETTER TO ASSIST THAN TO IGNORE."
COMMAND DECISION,tt0040242,,APP,FILM,1948,FIRST POST-WAR MOVIE ABOUT HEAVING BOMBING OF GERMANY. ARTIFICIAL WITH APPEARANCE OF CONGRESSIONAL COMMITTEE SEEKING ANSWERS ABOUT COMBAT LOSSES. AF PROVIDED PLANES AND COMBAT FOOTAGE.
